    ;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;SD IDs;;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;22;12;20;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;21;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;22;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;23;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;24;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;25;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;26;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;27;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;28;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;29;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;30;00 06;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:30:06;30:06;10;12;30;16;30:16;fly;Striped fly with ant;;Diptera;NA;0;1;;;1;10;;;;;;;;;;;;;;;0;0;0;0
2019;Nov;22;12;31;00 05;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:31:05;31:05;08;12;31;13;31:13;fly;Anthomyia sp.02;;Diptera;NA;0;1;;;1;3;;;;;1;5;;;;;;;;;1;1;1;1
2019;Nov;22;12;32;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;33;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;34;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;35;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;36;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;37;00 38;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:37:38;37:38;84;12;39;02;39:02;fly;Anthomyia sp.02;;Diptera;NA;0;2;;;;;;;;;1;84;;;;;;;;;1;2;1;2
2019;Nov;22;12;38;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;39;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;40;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;41;00 04;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:41:04;41:04;32;12;41;36;41:36;fly;Anthomyia sp.02;;Diptera;NA;0;2;;;1;2;;;;;1;30;;;;;;;;;1;2;1;2
2019;Nov;22;12;41;00 37;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:41:37;41:37;23;12;42;00;42:00;fly;Anthomyia sp.02;;Diptera;NA;0;2;;;1;2;;;;;1;21;;;;;;;;;1;2;1;2
2019;Nov;22;12;42;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;43;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;44;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;45;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;46;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;; ;NA;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;47;00 43;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:47:43;47:43;93;12;49;16;49:16;fly;Anthomyia sp.02;;Diptera;NA;0;2;;;;;;;;;1;93;;;;;;;;;1;2;1;2
2019;Nov;22;12;48;00 02;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:48:02;48:02;08;12;48;10;48:10;fly;Anthomyia sp.02;;Diptera;NA;0;1;;;;;;;;;1;8;;;;;;;;;1;1;1;1
2019;Nov;22;12;49;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;50;00 53;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:50:53;50:53;30;12;51;23;51:23;fly;Striped fly with ant;;Diptera;NA;0;1;;;1;2;;;;;1;28;;;;;;;;;1;1;1;1
2019;Nov;22;12;51;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;52;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;53;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;54;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;55;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;56;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;57;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;12;58;00 11;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;1;12:58:11;58:11;08;12;58;19;58:19;fly;Anthomyia sp.02;;Diptera;NA;0;1;;;1;1;;;;;1;7;;;;;;;;;1;1;1;1
2019;Nov;22;12;59;;;Lacine12_20191122_12_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;00;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;01;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;02;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;03;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;04;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;05;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;06;00 10;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;1;13:06:10;06:10;09;13;06;19;06:19;fly;Anthomyia sp.02;;Diptera;NA;0;1;;;1;3;;;;;1;6;;;;;;;;;1;1;1;1
2019;Nov;22;13;07;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;08;00 14;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;1;13:08:14;08:14;05;13;08;19;08:19;fly;Anthomyia sp.02;same individual as row 154;Diptera;NA;0;1;;;;;;;;;1;5;;;;;;;;;1;1;1;1
2019;Nov;22;13;09;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;10;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;11;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;12;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;13;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;14;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;15;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;16;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;17;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;18;00 05;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;1;13:18:05;18:05;33;13;18;38;18:38;fly;Anthomyia sp.02;;Diptera;NA;0;2;;;;;;;;;1;33;;;;;;;;;1;2;1;2
2019;Nov;22;13;19;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;20;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;21;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;22;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;23;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;24;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;25;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;26;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;27;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;28;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;29;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;30;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;31;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;32;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;33;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;34;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;35;00 26;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;1;13:35:26;35:26;55;13;36;21;36:21;fly;Striped fly with ant;;Diptera;NA;0;3;;;;;;;;;1;55;;;;;;;;;1;3;1;3
2019;Nov;22;13;36;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;37;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;38;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;39;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;40;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;41;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;42;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;43;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;44;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;45;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;46;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;47;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;48;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;49;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;50;00 00;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;; ;;#VALUE!;37;13;50;37;#VALUE!;fly;;;#N/A;#N/A;0;1;;;;;;;;;1;37;;;;;;;;;1;1;1;1
2019;Nov;22;13;51;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;52;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;53;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;54;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;55;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;56;00 30;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;1;13:56:30;56:30;24;13;56;54;56:54;fly;Anthomyia sp.02;;Diptera;NA;0;2;;;;;;;;;1;24;;;;;;;;;1;1;1;1
2019;Nov;22;13;57;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;58;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;13;59;;;Lacine12_20191122_13_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;00;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;01;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;02;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;03;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;04;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;05;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;06;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;07;00 32;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;1;14:07:32;07:32;12;14;07;44;07:44;fly;Striped fly with ant;;Diptera;NA;0;1;;;;;;;;;1;12;;;;;;;;;1;1;1;1
2019;Nov;22;14;08;00 09;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;1;14:08:09;08:09;09;14;08;18;08:18;fly;Anthomyia sp.02;;Diptera;NA;0;2;;;;;;;;;1;9;;;;;;;;;1;2;1;2
2019;Nov;22;14;09;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;10;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;11;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;22;14;12;;;Lacine12_20191122_14_00;1;Lactuca;inermis;12;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
